sign,path
america,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/america/68002.parquet
america,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/america/67360.parquet
anniversary,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anniversary/02613.parquet
anniversary,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anniversary/02612.parquet
anniversary,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anniversary/02609.parquet
anniversary,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anniversary/02607.parquet
anniversary,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anniversary/02610.parquet
anniversary,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anniversary/02614.parquet
anniversary,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anniversary/02615.parquet
anniversary,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anniversary/02611.parquet
anniversary,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anniversary/02616.parquet
angle,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angle/02558.parquet
angle,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angle/69210.parquet
angle,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angle/02559.parquet
angle,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angle/02561.parquet
angle,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angle/02560.parquet
angle,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angle/02556.parquet
angle,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angle/02563.parquet
angle,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angle/02562.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02581.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/69211.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02587.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02585.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02584.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02591.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02589.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02586.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02592.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/65073.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02590.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02583.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/67363.parquet
animal,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/animal/02588.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/65067.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/67361.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/02518.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/02519.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/02524.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/02517.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/02522.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/02523.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/02525.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/02520.parquet
and,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/and/02521.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02540.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02543.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02548.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02542.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02547.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02539.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02545.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02546.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02544.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/65071.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/67362.parquet
angel,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angel/02541.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/65072.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/02568.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/02570.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/02569.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/02564.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/67364.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/02567.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/02565.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/02572.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/02566.parquet
angry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/angry/02575.parquet
amputate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/amputate/02434.parquet
amputate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/amputate/02433.parquet
amputate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/amputate/02430.parquet
amputate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/amputate/02431.parquet
amputate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/amputate/02435.parquet
amputate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/amputate/02429.parquet
amputate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/amputate/02432.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/02621.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/02619.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/02620.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/02624.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/02618.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/02623.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/65074.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/02622.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/67365.parquet
announce,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/announce/02625.parquet
anyway,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anyway/02854.parquet
anyway,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anyway/02855.parquet
anyway,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anyway/02851.parquet
anyway,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anyway/02850.parquet
anyway,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anyway/02852.parquet
anyway,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anyway/02856.parquet
anyway,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/anyway/02853.parquet
apostrophe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apostrophe/02911.parquet
apostrophe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apostrophe/02913.parquet
apostrophe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apostrophe/65082.parquet
apostrophe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apostrophe/02915.parquet
apostrophe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apostrophe/02912.parquet
apostrophe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apostrophe/02914.parquet
apostrophe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apostrophe/02910.parquet
apostrophe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apostrophe/02916.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/65079.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/69212.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/02828.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/02833.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/02830.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/70095.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/02829.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/02826.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/02831.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/02832.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/02827.parquet
any,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/any/02818.parquet
apart,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apart/02869.parquet
apart,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apart/02865.parquet
apart,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apart/02864.parquet
apart,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apart/02863.parquet
apart,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apart/02867.parquet
apart,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apart/02870.parquet
apart,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apart/02866.parquet
apart,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apart/65081.parquet
annoy,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/annoy/02652.parquet
annoy,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/annoy/02644.parquet
annoy,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/annoy/02646.parquet
annoy,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/annoy/02653.parquet
annoy,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/annoy/02643.parquet
annoy,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/annoy/02634.parquet
annoy,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/annoy/02645.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02718.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02714.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02713.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02717.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02715.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/70275.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02712.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/65076.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02711.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02707.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02710.parquet
answer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/answer/02716.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02876.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02874.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02877.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02873.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02871.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02875.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02879.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02878.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02872.parquet
apartment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apartment/02880.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/02941.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/02953.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/02951.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/02955.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/65083.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/02956.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/02952.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/02961.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/67366.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/02959.parquet
appear,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appear/02954.parquet
another,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/another/02699.parquet
another,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/another/02698.parquet
another,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/another/02696.parquet
another,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/another/02700.parquet
another,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/another/02701.parquet
another,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/another/02705.parquet
another,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/another/02706.parquet
another,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/another/02702.parquet
another,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/another/02697.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03057.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/65087.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03056.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03061.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03063.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03055.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03058.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03062.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03059.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/67368.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03053.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/03060.parquet
appointment,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appointment/70155.parquet
approach,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approach/03094.parquet
approach,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approach/03090.parquet
approach,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approach/03093.parquet
approach,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approach/03096.parquet
approach,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approach/65088.parquet
approach,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approach/03092.parquet
approach,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approach/03089.parquet
archery,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/archery/03204.parquet
archery,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/archery/03207.parquet
archery,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/archery/03205.parquet
archery,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/archery/03202.parquet
archery,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/archery/03201.parquet
archery,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/archery/03206.parquet
archery,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/archery/03203.parquet
archery,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/archery/03199.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03126.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03121.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03129.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03127.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03117.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03128.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03130.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03119.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03125.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03131.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03124.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03122.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03123.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03118.parquet
approve,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/approve/03120.parquet
appetite,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appetite/02974.parquet
appetite,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appetite/02968.parquet
appetite,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appetite/02973.parquet
appetite,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appetite/02970.parquet
appetite,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appetite/02969.parquet
appetite,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appetite/02971.parquet
appetite,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appetite/02972.parquet
appetite,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appetite/02975.parquet
april,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/april/03150.parquet
april,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/april/03159.parquet
april,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/april/03154.parquet
april,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/april/03157.parquet
april,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/april/03155.parquet
april,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/april/03161.parquet
april,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/april/03158.parquet
april,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/april/03156.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/65091.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03240.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03244.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03235.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03237.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03234.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03246.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/68812.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03238.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03245.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03239.parquet
area,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/area/03243.parquet
appreciate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appreciate/03071.parquet
appreciate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appreciate/03069.parquet
appreciate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appreciate/03072.parquet
appreciate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appreciate/03067.parquet
appreciate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appreciate/03073.parquet
appreciate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appreciate/03068.parquet
appreciate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appreciate/03070.parquet
appreciate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appreciate/03074.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/65084.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/03005.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/03003.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/03002.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/69213.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/03000.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/03008.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/65086.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/65085.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/03001.parquet
